interaction_id,date,month_bucket,icp,pain_area,duration_min,score
92bdb74c-4b1e-4191-b4c5-98860d58afe6,2026-04-30,2026-04,Family,Economy,19,0.79
5306097c-5124-4900-92c9-5176218e51b4,2026-04-25,2026-04,Student,Availability,3,0.02
0d86ed5c-4e82-4a37-b2c9-33a7c836fbe4,2026-04-12,2026-04,Business,Financing,24,-0.15
41b89f24-f30f-4a6a-9bf5-56f271fdb8a6,2026-04-21,2026-04,Large Family,Right Vehicle,31,0.67
82e1198a-da08-45ad-aff5-889638f17da2,2026-04-22,2026-04,Business,Economy,30,0.5
5f99c828-68ce-4e72-9732-668573118655,2026-04-15,2026-04,Couple,Right Vehicle,18,-0.32
4f8e0097-76a7-48e4-9335-95064a494fef,2026-04-24,2026-04,Student,Availability,21,0.86
fcedbdd9-08d3-4094-a0d8-deadd0a86884,2026-04-12,2026-04,Business,Budget,4,0.2
8f12d0a2-8139-4218-b341-c480fbf704f7,2026-04-29,2026-04,Business,Financing,16,-0.34
f92723f6-143c-4729-bda0-fd4a466fe2e8,2026-04-01,2026-04,Student,Economy,8,-0.36
55db54d5-d6c7-4c43-9ef8-f7dca1e91857,2026-04-04,2026-04,Large Family,Economy,24,-0.85
417c2bfb-c6d7-4398-ab24-c0c3ffe97c81,2026-04-11,2026-04,Family,Right Vehicle,2,0.41
75221f25-d939-47f8-b864-aa31a1a70efc,2026-04-07,2026-04,Low Income,Right Vehicle,27,-0.86
4afc09bc-4385-4fd3-82ed-0932f069d52e,2026-04-13,2026-04,Large Family,Financing,12,-0.55
15652b7d-7599-438e-aa9a-80181b1049e2,2026-04-26,2026-04,Family,Economy,5,-0.62
f297fa83-44c9-4712-97ad-a300fbf0db9a,2026-04-20,2026-04,Family,Economy,20,0.45
37e61f3b-5ec4-4889-a864-b70b25949aa3,2026-04-05,2026-04,Couple,Availability,23,0.38
6ef7d7fd-64d5-4d85-b74e-b302afd5e19b,2026-04-03,2026-04,Low Income,Economy,23,-0.52
633b56ec-381d-45c6-a7d7-6224048cbcb3,2026-04-24,2026-04,Family,Availability,19,0.88
ecd843ad-0fea-49ed-9792-5fec48acbd45,2026-04-14,2026-04,Couple,Availability,3,0.62
d4f0683e-f197-41fd-b7fe-34bc5cb2b884,2026-04-10,2026-04,Business,Budget,40,0.79
3abf83cd-a093-4a40-80ab-09536abca3af,2026-04-15,2026-04,Couple,Budget,40,-0.61
c35dc123-2be2-4196-afea-0ebbc7d4375b,2026-04-19,2026-04,Student,Availability,39,-0.17
b0d6f031-3fcc-43d8-8aa9-2b5bb0388bc8,2026-04-17,2026-04,Couple,Right Vehicle,11,0.06
5b830ec9-2c1f-4ba3-a93b-fe1e0771b691,2026-04-30,2026-04,Business,Right Vehicle,18,-0.17
a8f4f02c-6803-4840-ac45-e9a85d149f43,2026-04-28,2026-04,Business,Availability,23,-0.21
611e36c1-a5d0-4632-90b4-7c2ab3c386e9,2026-04-29,2026-04,Large Family,Availability,3,0.97
f9ef9566-a3e2-4e68-9d8c-eff06635ef2a,2026-04-18,2026-04,Family,Right Vehicle,14,-0.54
fda1b667-f70d-4989-8372-8af7f282e489,2026-04-27,2026-04,Low Income,Economy,4,0.76
84ef6fb4-9b9a-46cd-bf4e-c00b9e12999e,2026-04-12,2026-04,Family,Financing,3,-0.35
f5709e44-44ce-43f9-938e-3d9f15941ef6,2026-04-16,2026-04,Business,Financing,23,-0.12
f6092cd0-0b4e-4a12-b127-5e10370f882b,2026-04-26,2026-04,Low Income,Budget,32,-0.74
78a82c1b-51ba-4fd7-a0e4-370211b9f0c8,2026-04-25,2026-04,Large Family,Financing,21,-0.3
31460e45-a9d2-473f-af98-9640393d5f4c,2026-04-02,2026-04,Family,Budget,24,-0.11
0281edfc-4e65-401f-a9cb-bfb9be06d7bc,2026-04-06,2026-04,Student,Right Vehicle,14,-0.44
cd4f2a3e-ac48-4401-8f3b-914249ad34bc,2026-04-07,2026-04,Student,Availability,6,0.69
7c5ee2c0-904f-4506-a776-384e0c2106d5,2026-04-22,2026-04,Low Income,Budget,35,0.08
488197f8-6ecf-42c5-8a9c-ce00e4f4496f,2026-04-26,2026-04,Family,Availability,33,0.02
37130aa3-21ab-4cc3-bb1f-92ed242b36e8,2026-04-30,2026-04,Couple,Budget,14,0.66
f0c6f1be-ff3f-46f0-bf62-069777497894,2026-04-21,2026-04,Family,Budget,2,-0.63
d27b10e8-55be-4b51-bace-409dc206e529,2026-04-29,2026-04,Student,Budget,29,0.47
7c78b304-8a1b-45c1-b415-364b4576fb02,2026-04-16,2026-04,Couple,Financing,4,-0.43
32c564bd-f85b-4a88-ad6d-3db5564bb272,2026-04-01,2026-04,Low Income,Budget,9,0.43
fb20ddcd-2a95-48ac-ac4d-285f40ca4bd1,2026-04-24,2026-04,Low Income,Availability,38,0.22
d016cd60-eefb-4eaa-ab4b-b47d44c5b09d,2026-04-15,2026-04,Family,Economy,32,0.43
a4ce3469-9301-407a-a563-b17be93d0b51,2026-04-06,2026-04,Large Family,Right Vehicle,25,-0.3
6e1bfdfa-8db8-4de7-8d35-dcea7bee8403,2026-04-07,2026-04,Couple,Budget,36,0.35
d093bd45-9b13-4015-b851-90fd84ee17ed,2026-04-03,2026-04,Student,Budget,21,0.82
50e3f21e-834b-4c15-89db-c442e9bcfb5a,2026-04-26,2026-04,Family,Financing,18,0.19
16904072-c582-4cc4-9f57-ac16969b3958,2026-04-18,2026-04,Family,Right Vehicle,11,0.54
5043931c-066f-4aca-b74c-f7f537f126d6,2026-04-07,2026-04,Couple,Right Vehicle,39,-0.71
f19d59c2-3aef-4306-9e26-9986b5bd8c13,2026-04-12,2026-04,Family,Financing,2,0.29
8b8d9f72-ae8a-477c-b40c-23c2eab90d2d,2026-04-16,2026-04,Business,Right Vehicle,26,-0.99
b795b8c5-049b-4566-842d-4e8cd674439e,2026-04-28,2026-04,Business,Budget,6,0.17
2aa52424-d74c-4ef2-8c74-318a348d755d,2026-04-08,2026-04,Family,Economy,21,-0.04
99e0a224-4d51-4aff-b755-002db0efa232,2026-04-10,2026-04,Business,Budget,3,0.01
5bfe9940-f91b-4cb2-8995-e550e13702b4,2026-04-11,2026-04,Large Family,Budget,7,0.46
41668494-785b-48f9-9639-ec301eeca2b4,2026-04-29,2026-04,Family,Economy,25,-0.66
cdd09838-f509-468a-9e79-5163bb0cb252,2026-04-23,2026-04,Family,Financing,15,-0.37
1b54ee94-761d-4747-a345-600b8386b508,2026-04-24,2026-04,Large Family,Economy,3,0.58
c5eb806d-ed0c-4c30-ad8d-6e2464999e2b,2026-04-15,2026-04,Student,Economy,19,0.98
604dac55-1d83-4117-92bf-a37962bc9cbe,2026-04-12,2026-04,Couple,Budget,11,0.1
92662dd9-7a92-4a46-b9c4-4f3ee49c0516,2026-04-19,2026-04,Family,Economy,35,-0.3
495b867b-76f5-47b7-8a52-fdc991364f42,2026-04-13,2026-04,Family,Right Vehicle,14,-0.82
bec6e8a0-65f8-4fa7-ae38-bb37f637e549,2026-04-29,2026-04,Large Family,Financing,28,0.63
ea57010d-78f8-4de9-ad72-4d310df930d3,2026-04-15,2026-04,Student,Economy,9,-0.01
3733d3cb-de5c-46be-ba0d-e0c0ff215ca7,2026-04-11,2026-04,Low Income,Economy,20,0.44
da94e5c4-c61b-49c0-8750-3a05bfd0b0c9,2026-04-25,2026-04,Couple,Financing,35,0.6
86236532-ce5a-4e5a-8d7b-c64815b479e8,2026-04-01,2026-04,Student,Financing,24,0.49
7edf0c04-dec7-40cf-901e-965ae99b745b,2026-04-17,2026-04,Low Income,Economy,25,0.44
30293e0b-6e58-4711-b759-3c143e05aa05,2026-04-20,2026-04,Large Family,Financing,8,0.7
308c7214-521d-49a8-9889-707e1b16b022,2026-04-06,2026-04,Couple,Availability,33,-0.88
ca37dcc0-9376-41c9-b55d-13092453d2a3,2026-04-15,2026-04,Family,Financing,7,0.43
10f52fbb-72c0-437e-a02e-5352ad54951e,2026-04-09,2026-04,Couple,Economy,14,0.83
fd540ab0-e4b6-4914-8092-17ed37792135,2026-04-23,2026-04,Family,Economy,17,-0.46
4795ae56-547d-48be-8bd9-9c274e1b9fd2,2026-04-30,2026-04,Family,Availability,29,-0.88
a3ea46f6-2e8c-49d1-8d2d-dac04a603f90,2026-04-07,2026-04,Student,Right Vehicle,13,0.01
68ea59b9-a68d-488c-afef-d8d53ee9880e,2026-04-10,2026-04,Large Family,Financing,2,-0.09
96d6bce6-0761-4cb7-b332-31df4543cb11,2026-04-02,2026-04,Couple,Availability,31,-0.84
4d834b33-097a-4cdb-915d-e696ac886ce6,2026-04-08,2026-04,Student,Financing,7,-0.59
06a47451-ff3e-4cda-a2ac-eb1a6c4944e2,2026-04-09,2026-04,Family,Right Vehicle,7,0.68
ac547175-2050-4140-b968-7728950e455c,2026-04-12,2026-04,Large Family,Financing,19,0.3
f11f0ed8-c5e9-42f8-b14e-4dc41d20c68c,2026-04-05,2026-04,Large Family,Economy,40,-0.99
8bd7ed31-7ab7-4101-853f-5b884437c285,2026-04-02,2026-04,Low Income,Right Vehicle,2,0.13
16a0ccfc-ebdc-4ac7-bd65-64160ca94183,2026-04-26,2026-04,Large Family,Budget,39,-0.57
315744c8-06b1-419a-a375-a2b7158bacff,2026-04-15,2026-04,Couple,Availability,10,0.33
a60ca52c-ab29-4fdd-91ac-af631e47d5f5,2026-04-26,2026-04,Student,Right Vehicle,26,0.48
a0c66b16-5122-43b0-8765-e99c8f51d3dc,2026-04-28,2026-04,Low Income,Budget,40,-0.41
2218517e-b520-4167-a765-cfd5b511b4ac,2026-04-11,2026-04,Student,Right Vehicle,20,0.63
57babb55-fe19-4bd8-a4dc-697b53d2c1b8,2026-04-08,2026-04,Couple,Budget,6,0.03
f5ff32ae-e348-4c60-b454-d24a79c8f01d,2026-04-17,2026-04,Large Family,Financing,11,-0.25
f51354e9-2d16-4cae-bb0e-5096dd656b74,2026-04-01,2026-04,Low Income,Right Vehicle,11,0.67
b439fb2a-f7c3-42a8-abbd-6f43551c564b,2026-04-09,2026-04,Business,Budget,2,-0.47
8d6ee5a0-7e56-4cc9-ab3b-06a94bfed6f0,2026-04-26,2026-04,Business,Availability,8,0.57
1d0aed33-afe6-4d5a-8712-8e8a72a87607,2026-04-11,2026-04,Couple,Right Vehicle,17,0.52
1e9aba35-101b-4f93-aef5-ca9c9f04b2cf,2026-04-22,2026-04,Student,Budget,12,-0.87
1f5600a1-fcd9-4c68-b6d4-eae61b99378e,2026-04-10,2026-04,Family,Financing,7,-0.16
b9b50da5-a475-42b1-8e34-5bee8704bb26,2026-04-13,2026-04,Couple,Budget,33,0.26
514b8fa7-1618-4962-a2c0-0dd89fccb01c,2026-04-28,2026-04,Low Income,Right Vehicle,34,0.31
e157c6c2-5c1e-403a-99cf-652fe64b0b46,2026-04-17,2026-04,Student,Financing,12,-0.61
e335549c-9bb0-4ba7-864f-4448c57b5757,2026-04-21,2026-04,Family,Right Vehicle,15,0.97
3d44b09d-63e0-4405-8eb0-6436326440de,2026-04-03,2026-04,Large Family,Budget,18,-0.83
684419b6-6c19-48fb-83ba-699533eddc7f,2026-04-18,2026-04,Low Income,Financing,27,0.04
8fb6606e-05df-4ec4-9278-dced753d86dc,2026-04-25,2026-04,Couple,Economy,24,0.56
3923c6e3-4dab-4335-a0ef-4bda9263b2cf,2026-04-23,2026-04,Business,Availability,17,-0.97
c75ba784-89d2-4e4d-a7ed-8bbaf1cf3bbc,2026-04-27,2026-04,Student,Budget,32,-0.31
c15ba306-ddc0-41f1-b7fe-516a1259a437,2026-04-21,2026-04,Student,Economy,2,0.23
07c3cbab-6e50-4927-ab6d-8f9cd039fc5b,2026-04-05,2026-04,Low Income,Availability,25,0.83
e9c8eb16-5584-44ef-be92-132d32a7f58d,2026-04-11,2026-04,Low Income,Budget,34,-0.25
0029ebed-3836-4669-925d-c45f578432ce,2026-04-01,2026-04,Student,Right Vehicle,26,-0.25
a3737aa9-0000-4855-a1a8-8bbc42a98f58,2026-04-18,2026-04,Large Family,Availability,37,-0.3
833709a7-afe2-4dcd-ae40-83b57ee91ec8,2026-04-20,2026-04,Large Family,Budget,3,-0.51
10c5ef93-2616-41b6-973a-a86286359f0e,2026-04-22,2026-04,Low Income,Availability,21,0.23
5de4834d-af1f-4e44-9a25-ab0d96af3444,2026-04-23,2026-04,Low Income,Availability,5,-0.54
3ccd4112-1e70-47fe-859b-6146d0edeef4,2026-04-17,2026-04,Student,Economy,13,0.98
f4fdd3a8-58f6-4003-b0df-d7aa1cdf14ae,2026-04-08,2026-04,Large Family,Economy,27,0.92
7ec23771-0481-4291-9536-16ab54b9e3a3,2026-04-16,2026-04,Business,Availability,28,0.07
58cea3c8-c46c-428e-b1bb-447f0d0eabb0,2026-04-27,2026-04,Couple,Availability,18,-0.58
2c2ea56c-42a3-444c-97f1-1f8e2e6c1602,2026-04-13,2026-04,Large Family,Financing,18,-0.28
8f0d17b7-c41a-4445-9e63-294631cb4319,2026-04-22,2026-04,Couple,Right Vehicle,28,0.01
c5cd0327-2927-423c-bd3e-5b2190e5c7d3,2026-04-03,2026-04,Family,Availability,19,0.2
ba03cb8f-94a3-41dc-a9df-c939849ee7e2,2026-04-22,2026-04,Business,Budget,40,0.94
0c334e70-69e7-48a7-b40a-0e5f09889a56,2026-04-26,2026-04,Large Family,Financing,33,0.53
7cd5b862-d8c8-410a-8beb-c2b7aeda9a9b,2026-04-11,2026-04,Family,Economy,21,-0.01
6feba3c9-1f98-4fb9-b82c-dbf5c2c3bcdc,2026-04-04,2026-04,Family,Availability,9,-0.58
b3db083c-d688-4341-af4d-b68b253b6866,2026-04-01,2026-04,Family,Budget,39,-0.85
83e81ac8-c3dd-461f-93f0-cbec398e7534,2026-04-24,2026-04,Family,Economy,33,-0.19
e1d1eb46-0a5a-4427-a1cd-38f27fc0faea,2026-04-19,2026-04,Family,Availability,15,0.8
8897ef9f-d7ed-4363-9562-95392a65affa,2026-04-14,2026-04,Couple,Right Vehicle,20,0.79
96b4f4bf-7f05-443b-914b-267e8d1bfe41,2026-04-17,2026-04,Large Family,Right Vehicle,26,-0.37
14d0d8ba-65e0-4daa-b720-542095878474,2026-04-13,2026-04,Large Family,Right Vehicle,11,-0.23
2b1ea481-0ed4-435c-9a12-e7f447e98979,2026-04-30,2026-04,Student,Right Vehicle,29,0.1
005ce4ac-f537-44c3-a843-73919a0c44df,2026-04-30,2026-04,Student,Availability,21,-0.7
4ce410e4-429a-457c-8972-bcdf39038fff,2026-04-17,2026-04,Couple,Financing,29,-0.71
3a86e6ac-a158-4759-8cb8-1fc33bb30e1a,2026-04-24,2026-04,Low Income,Financing,15,0.05
8432fdc5-375b-4b73-99e1-58abd79255bc,2026-04-16,2026-04,Student,Right Vehicle,10,-0.29
0acddfbe-f54e-4ff8-80a6-1e2fca1fa709,2026-04-23,2026-04,Low Income,Economy,13,-0.19
f2b8e2b9-3325-4067-86f9-7ce862aa9d51,2026-04-27,2026-04,Business,Financing,10,-0.97
b54b5da2-7bbe-4275-b651-10d2f46b1393,2026-04-01,2026-04,Student,Budget,30,-0.72
c31ee737-7f89-4b3b-8eb9-d0cafd609966,2026-04-06,2026-04,Couple,Right Vehicle,27,-0.08
7b059c67-f905-42ee-a692-ac29b304e4f0,2026-04-25,2026-04,Student,Economy,24,-0.6
e1371f4f-2d31-4c2b-ab40-7817719cc7b8,2026-04-16,2026-04,Large Family,Right Vehicle,7,-0.55
8abb1c73-47d2-4785-854b-fc891b702797,2026-04-18,2026-04,Low Income,Availability,9,-0.3
f76650ce-f264-461c-8a5c-bd99b0c0a2ff,2026-04-12,2026-04,Family,Budget,40,0.62
9cfd7a81-34c6-49b0-a81a-4cbd57097af6,2026-04-10,2026-04,Family,Budget,29,-0.45
99e59d61-3dec-47c2-b256-b53ff3bf38da,2026-04-13,2026-04,Couple,Financing,11,-0.64
3806a0d7-b379-4dcb-b0b3-50a38f7b1d11,2026-04-17,2026-04,Couple,Budget,21,-0.99
b2c05e1b-72d3-4f63-b872-f765776e064c,2026-04-02,2026-04,Family,Budget,23,-0.34
6368ed1d-96dd-4862-b297-8ff3628a12f3,2026-04-24,2026-04,Student,Economy,39,-0.38
a02441a8-d666-4cda-a9a9-511c536ac761,2026-04-01,2026-04,Low Income,Budget,5,1.0
98eb5335-6c09-4d98-aa74-4207ed165d58,2026-04-17,2026-04,Low Income,Right Vehicle,4,0.56
9cbe99db-d8fb-490e-b6a1-570b2538b6fb,2026-04-03,2026-04,Family,Financing,24,-0.58
cedf7b8d-990e-4f26-b29a-4e2d3ac9a446,2026-04-02,2026-04,Family,Right Vehicle,34,-0.33
357daddb-dd15-491c-ac09-82068b49a45a,2026-04-22,2026-04,Large Family,Budget,11,0.62
3ad4783a-77c0-4318-8636-66681322127a,2026-04-02,2026-04,Low Income,Budget,8,-0.06
91786911-006a-4b8d-80f6-4b718fb22326,2026-04-21,2026-04,Low Income,Economy,27,0.08
641da941-898e-472a-b24f-67d8c9e0eb3f,2026-04-29,2026-04,Couple,Availability,30,-0.81
a6537d43-328c-45af-81bc-ee87bb736c4d,2026-04-22,2026-04,Student,Right Vehicle,13,0.87
45cd72c8-061b-45e5-8238-96a2c1fca2f0,2026-04-30,2026-04,Family,Budget,23,-0.12
811dcc9d-e0ed-4099-bf00-72ddbe54a21b,2026-04-19,2026-04,Family,Availability,18,-0.1
7ef7dbc8-3a12-424a-bda8-40860d0a24cc,2026-04-14,2026-04,Family,Economy,14,-0.72
9c29a750-4ce3-4fe9-beed-4d0bb52e8c9b,2026-04-26,2026-04,Family,Budget,33,-0.73
1a5f4df3-e047-4d0d-984c-f85a77e9e008,2026-04-15,2026-04,Large Family,Financing,3,0.08
83d7381f-533b-40c5-8608-95f8c472acb8,2026-04-29,2026-04,Business,Availability,26,-0.4
ad2d0f7b-dcfa-4362-9378-69ee4b387d4a,2026-04-30,2026-04,Business,Availability,12,-0.08
0e6d4447-72ae-4888-aa03-9b128556e9ee,2026-04-30,2026-04,Couple,Right Vehicle,19,0.06
24f8b3bb-d772-450e-933c-48784b180762,2026-04-21,2026-04,Business,Economy,39,-0.21
2cceb4bf-c0d1-4453-8606-7062a654190a,2026-04-13,2026-04,Couple,Right Vehicle,23,0.08
37b8f64b-1022-4648-9406-b63766e41650,2026-04-30,2026-04,Student,Right Vehicle,28,-0.47
d0e69959-e69b-4cca-b8e0-2851e82b95a5,2026-04-02,2026-04,Family,Availability,3,0.47
d5efec4a-1c38-42d1-a0b5-334a5a4090db,2026-04-15,2026-04,Large Family,Availability,17,-0.69
a9641a2b-877b-4da4-8853-4c19b60407d3,2026-04-25,2026-04,Large Family,Financing,28,-0.74
46cb4fcb-e85c-4a5e-8c0a-c01f631082c4,2026-04-03,2026-04,Couple,Financing,16,0.42
f65b1787-9c44-4b3f-8cc8-23986d038f2b,2026-04-05,2026-04,Couple,Budget,28,-0.99
e2db8eb6-10aa-4814-bb1b-0afcf4a7ddc0,2026-04-20,2026-04,Family,Right Vehicle,12,-0.8
e13d7aa3-fccc-49aa-a4a6-a876d3f1dc62,2026-04-11,2026-04,Large Family,Availability,27,0.79
facf38cc-5f9f-4e06-a01a-f964a3aedcd2,2026-04-25,2026-04,Low Income,Right Vehicle,36,-0.81
123b93dc-b7ca-4f09-bdad-7b1ae815bf6f,2026-04-18,2026-04,Low Income,Availability,28,-0.83
2a5b6b4d-c66b-4b20-83ce-9a4f61d17827,2026-04-20,2026-04,Large Family,Economy,4,0.25
c6d21de3-8790-4aad-bda7-1f3961a872ff,2026-04-26,2026-04,Family,Budget,31,-0.39
cb085301-a38d-4beb-ad6c-d019aba1ea17,2026-04-02,2026-04,Student,Financing,2,0.59
456b2f27-310a-453f-8a77-22a25098f768,2026-04-08,2026-04,Family,Right Vehicle,10,-0.22
64a727fa-4729-4092-b99e-1aec9d8d3605,2026-04-03,2026-04,Couple,Budget,24,0.06
3df569f8-3376-4cde-b15d-f76909a4aab4,2026-04-02,2026-04,Couple,Availability,18,-0.01
74a8bde0-f6c2-491a-9574-ebfc9d3a6653,2026-04-25,2026-04,Business,Availability,19,-0.22
e61aeeb6-c33b-4ab1-953f-0b124f2d1eac,2026-04-06,2026-04,Couple,Right Vehicle,30,0.74
